renderType,location,pitch,repeats,quiesced_all,quiesce_ms,quiesce_ms_min,quiesce_ms_max,mean_fps,mean_fps_min,mean_fps_max,p50_ms,p50_ms_min,p50_ms_max,p95_ms,p95_ms_min,p95_ms_max,p99_ms,p99_ms_min,p99_ms_max,low1_fps,low1_fps_min,low1_fps_max,failed,error_msgs,device_lost_any
hybrid,alps,up,3,True,17429.599999999627,16310.5,19167.39999999944,165.00247503712558,165.0013246092403,165.00297415236653,6.099999999998545,6.099999999998545,6.099999999998545,6.200000000000728,6.200000000000728,6.200000000000728,6.200000000004366,6.200000000004366,6.200000000004366,160.30174446010366,159.47467166976858,160.50583657579426,0,,False
hybrid,ljubljana,down,3,True,16592.299999999814,15581.19999999972,17459.099999999627,165.00379893629784,165.00297415236653,165.0046237284747,6.099999999998545,6.099999999998545,6.099999999998545,6.200000000000728,6.200000000000728,6.200000000000728,6.200000000004366,6.200000000004366,6.200000000004366,160.226201696438,159.77443609018513,160.52880075535575,0,,False
hybrid,ljubljana,horizon,3,True,17214.799999999814,15275.200000000186,17278.60000000149,165.00379893629784,165.0037989362978,165.00462372847463,6.099999999998545,6.099999999998545,6.099999999998545,6.200000000000728,6.200000000000728,6.200000000000728,6.200000000004366,6.200000000004366,6.200000000004366,159.99999999995345,159.92474129814528,160.15073009884307,0,,False
hybrid,ljubljana,up,3,True,17624.099999999977,14686,17974.10000000056,165.00297415236656,164.95381293237895,165.00495014850443,6.099999999998545,6.099999999998545,6.099999999998545,6.200000000000728,6.19999999999709,6.200000000000728,6.200000000004366,6.200000000004366,6.200000000004366,158.95953757223037,156.39810426531656,160.22620169643525,0,,False
hybrid,ne_plain,down,3,True,14679.200000000186,13969.300000000745,14938.099999999627,165.0029741523666,165.00247503712558,165.00379893629784,6.099999999998545,6.099999999998545,6.099999999998545,6.200000000000728,6.19999999999709,6.200000000000728,6.200000000004366,6.200000000004366,6.200000000004366,160.83254493841554,160.1507300988513,160.97560975600044,0,,False
hybrid,ne_plain,horizon,3,True,15104.5,14154.299999999814,15155.100000000093,165.00214937668076,164.9529883983065,165.00379893629784,6.099999999998545,6.099999999998545,6.099999999998545,6.200000000000728,6.200000000000728,6.200000000000728,6.200000000004366,6.200000000004366,6.200000000004366,159.17602996248826,155.2941176470163,160.30174446008718,0,,False
hybrid,ne_plain,up,3,True,14519.300000000745,14516.800000000745,14529.799999998882,164.95463747469447,164.95298839830647,165.00297415236656,6.099999999998545,6.099999999998545,6.099999999998545,6.19999999999709,6.19999999999709,6.200000000000728,6.200000000004366,6.200000000004366,6.200000000004366,156.54648956347876,156.54648956347606,160.30174446007067,0,,False
mesh,alps,down,3,True,24087.20000000007,22991.899999999907,24522.599999999627,165.0037989362978,164.80385492062217,165.00379893629784,6.099999999998545,6.099999999998545,6.099999999998545,6.19999999999709,6.19999999999709,6.19999999999709,6.200000000004366,6.200000000004366,6.200000000004366,159.77443609016328,144.23076923070317,159.774436090166,0,,False
mesh,alps,horizon,3,True,24547.399999999907,24178.5,25560.399999999907,165.0034729683135,164.75304538206615,165.00379893629778,6.099999999998545,6.099999999998545,6.099999999998545,6.19999999999709,6.19999999999709,6.19999999999709,6.200000000004366,6.200000000004366,6.200000000004366,159.9999999999452,140.48531289905293,159.9999999999507,0,,False
mesh,alps,up,3,True,24265.700000001118,23277.800000000047,24670.099999999627,165.00214937668073,164.95381293237895,165.00379893629784,6.099999999998545,6.099999999998545,6.099999999998545,6.19999999999709,6.19999999999709,6.19999999999709,6.200000000004366,6.200000000004366,6.200000000004366,160.30174446009542,155.73383671536658,160.6805293004798,0,,False
mesh,ljubljana,down,3,True,23646.099999999627,21208.799999999814,24218.5,158.7523812857193,151.60303206064123,162.6544567521094,6.099999999998545,6.099999999998545,6.099999999998545,6.200000000004366,6.200000000004366,12.099999999998545,12.19999999999709,12,12.200000000004366,81.82050626438433,81.77261936162905,82.25324027915863,0,,False
mesh,ljubljana,horizon,3,True,23072.200000001118,22902,23945.799999998882,165.00214937668073,165.00214937668073,165.00379893629784,6.099999999998545,6.099999999998545,6.099999999998545,6.19999999999709,6.19999999999709,6.19999999999709,6.200000000004366,6.200000000004366,6.200000000004366,160.226201696427,160.15073009886504,160.52880075536677,0,,False
mesh,ljubljana,up,3,True,24894.5,24252.799999998882,24921.5,164.95381293237895,164.90412260306508,165.00379893629784,6.099999999998545,6.099999999998545,6.099999999998545,6.19999999999709,6.19999999999709,6.200000000004366,6.200000000004366,6.200000000004366,6.200000000004366,154.71167369899226,151.93370165737917,160.52880075534472,0,,False
mesh,ne_plain,down,3,True,22677,22034.299999999814,24492.099999999627,165.0037989362978,165.00297415236653,165.00379893629784,6.099999999998545,6.099999999998545,6.099999999998545,6.19999999999709,6.19999999999709,6.200000000004366,6.200000000004366,6.200000000004366,6.200000000004366,159.92474129815898,159.62441314546902,160.15073009884856,0,,False
mesh,ne_plain,horizon,3,True,24174.299999999814,23730.39999999851,24380.09999999986,165.0029741523666,164.95381293237895,165.00379893629778,6.099999999998545,6.099999999998545,6.099999999998545,6.19999999999709,6.19999999999709,6.19999999999709,6.200000000004366,6.200000000004366,6.200000000004366,160.7565011819446,155.8073654390485,160.83254493841554,0,,False
mesh,ne_plain,up,3,True,24072.099999999627,24064.099999999627,24554.5,164.9538129323789,140.90211353170295,165.00379893629784,6.099999999998545,6.099999999998545,6.099999999998545,6.19999999999709,6.19999999999709,12.19999999999709,6.200000000004366,6.200000000004366,12.200000000004366,155.8073654390271,81.48356279852692,160.15073009884856,0,,False
planes,alps,down,3,True,16484.600000000093,16163.700000000186,17471.900000000373,25.242679622909353,25.223205348921006,25.243058159006278,42.200000000004366,42.200000000004366,42.200000000004366,42.599999999998545,42.599999999998545,42.60000000000218,42.900000000001455,42.69999999999709,43.29999999999927,22.8310502283112,22.197558268590218,22.831050228311515,0,,False
planes,alps,horizon,3,True,17619.799999998882,15508,17850.700000000186,25.254667871171247,24.993001959451355,25.25808258642766,42.299999999995634,42.19999999999709,42.29999999999927,42.599999999998545,42.5,42.599999999998545,42.70000000000073,42.69999999999709,42.900000000001455,23.21262766945163,22.909507445589792,23.373587845734587,0,,False
planes,alps,up,3,True,16993.200000000186,15801.799999999814,17888.200000000186,25.265917528042664,25.26579111944966,25.266043937900562,42.19999999999709,42.19999999999709,42.20000000000073,42.599999999998545,42.599999999998545,42.599999999998545,42.80000000000291,42.79999999999927,42.900000000001455,22.93577981651325,22.421524663676642,23.31002331002285,0,,False
planes,ljubljana,down,3,True,13932.799999999814,12469,15519,25.934828125546556,25.91113330004993,25.93482812554656,36.5,36.400000000001455,36.5,42.5,42.5,42.5,43,42.700000000004366,43,22.81368821292807,22.14839424141708,23.08580223162645,0,,False
planes,ljubljana,horizon,3,True,13277.399999999907,12929.19999999972,13411.5,25.93482812554655,25.70360499298766,25.958566326887873,36.5,36.5,36.5,42.5,42.5,42.599999999998545,43,42.79999999999927,43.70000000000073,21.994134897360468,21.95389681668531,23.183925811437142,0,,False
planes,ljubljana,up,3,True,13660.099999999627,12934.200000000186,15755.100000000093,25.942736033910506,25.689561925365066,25.96609898136845,36.5,36.5,36.5,42.5,42.5,42.5,42.700000000004366,42.69999999999709,42.900000000001455,23.032629558540947,22.95332823259296,23.228803716608986,0,,False
planes,ne_plain,down,3,True,13627.600000000093,13401.200000000186,13630.899999999907,24.343305590962487,24.32117940240815,24.343305590962487,42.39999999999782,42.39999999999782,42.39999999999782,42.60000000000218,42.60000000000218,42.70000000000073,48.400000000001455,44.79999999999927,48.599999999998545,20.627062706270504,20.55076037813436,20.894274968658333,0,,False
planes,ne_plain,horizon,3,True,14261.300000000745,13645.200000000186,14439.800000000745,24.357916322804915,24.33564197123697,24.36369808984613,42.39999999999782,42.39999999999782,42.39999999999782,42.60000000000582,42.60000000000582,42.70000000000073,48.5,48.39999999999418,48.5,19.992003198720045,19.960079840319942,20.64409578860471,0,,False
planes,ne_plain,up,3,True,13630,13622.700000001118,14254.599999999627,24.365350170607485,24.350608765219132,24.370876802221343,42.39999999999782,42.39999999999782,42.39999999999782,42.70000000000073,42.60000000000218,42.70000000000073,48.5,48.400000000001455,48.60000000000218,20.32520325203192,19.9203187250996,20.6100577081614,0,,False
raycast,alps,down,3,True,17317.400000000373,16738.599999999977,18681.199999999953,165.00379893629784,165.00330006600132,165.00379893629784,6.099999999998545,6.099999999998545,6.099999999998545,6.200000000000728,6.200000000000728,6.200000000000728,6.200000000004366,6.200000000004366,6.200000000004366,159.99999999994247,158.65384615383783,160.30174446008166,0,,False
raycast,alps,horizon,3,True,19047.299999999814,18503.5,19128.5,132.60397811934357,127.41368709917673,135.25270505410109,6.099999999998545,6.099999999998545,6.099999999998545,12.19999999999709,12.19999999999709,12.200000000000728,12.299999999999272,12.299999999999272,12.299999999999272,81.1785929043767,81.15942028984223,81.27539856203455,0,,False
raycast,alps,up,3,True,18662.400000000373,17507.5,19403.299999999814,165.0037989362978,165.0037989362978,165.00379893629784,6.099999999998545,6.099999999998545,6.099999999998545,6.200000000000728,6.200000000000728,6.200000000000728,6.200000000004366,6.200000000004366,6.200000000004366,160.0753295667881,159.84955336147866,160.22620169644898,0,,False
raycast,ljubljana,down,3,True,14283.299999999814,12930.199999999953,15548.899999999907,164.95381293237892,164.85466496713403,165.00330006600132,6.099999999998545,6.099999999998545,6.099999999998545,6.200000000000728,6.19999999999709,6.200000000000728,6.200000000004366,6.200000000004366,6.200000000004366,156.3240170534386,147.58497316631906,159.49734171094232,0,,False
raycast,ljubljana,horizon,3,True,16613.200000000186,15388.100000000093,17065.300000000745,165.00297415236656,165.00297415236656,165.0037989362978,6.099999999998545,6.099999999998545,6.099999999998545,6.200000000000728,6.200000000000728,6.200000000000728,6.200000000004366,6.200000000004366,6.200000000004366,159.5495072735407,159.5495072735407,159.9247412981617,0,,False
raycast,ljubljana,up,3,True,15875.5,15462.099999999627,16425.400000000373,165.0029741523666,164.9532990659813,165.00379893629784,6.099999999998545,6.099999999998545,6.099999999998545,6.19999999999709,6.19999999999709,6.200000000000728,6.200000000004366,6.200000000004366,6.200000000004366,160.3017444600789,156.17605300512844,160.9086606719339,0,,False
raycast,ne_plain,down,3,True,14528.599999999627,13655.900000000373,15974.29999999993,165.00247503712552,164.90382692846,165.00379893629784,6.099999999998545,6.099999999998545,6.099999999998545,6.200000000000728,6.19999999999709,6.200000000000728,6.200000000004366,6.200000000004366,6.200000000004366,159.65166908559144,151.93370165737917,159.99999999994247,0,,False
raycast,ne_plain,horizon,3,True,14295.400000000373,14176.29999999993,14766,165.0037989362978,165.00297415236656,165.00379893629784,6.099999999998545,6.099999999998545,6.099999999998545,6.200000000000728,6.200000000000728,6.200000000000728,6.200000000004366,6.200000000004366,6.200000000004366,160.37735849049173,159.17602996251537,160.52880075535023,0,,False
raycast,ne_plain,up,3,True,14526.699999999255,13873.200000000186,17770.399999999907,165.00379893629784,165.00214937668073,165.00379893629784,6.099999999998545,6.099999999998545,6.099999999998545,6.200000000000728,6.19999999999709,6.200000000000728,6.200000000004366,6.200000000004366,6.200000000004366,160.3773584904945,160.30174446009542,161.06110847929207,0,,False
