run_id,experiment,mean_fps,started_at
E1-3a52c952-r2,E1,401.73355568648196,2026-08-19T01:40:31
E1-3a52c952-r0,E1,375.013125459391,2026-08-19T02:25:01
E1-3a52c952-r1,E1,390.18907510552737,2026-08-19T03:31:43
