sockets,location,repeats,quiesced_all,quiesce_ms,quiesce_ms_min,quiesce_ms_max,mean_fps,mean_fps_min,mean_fps_max,p50_ms,p50_ms_min,p50_ms_max,p95_ms,p95_ms_min,p95_ms_max,p99_ms,p99_ms_min,p99_ms_max,low1_fps,low1_fps_min,low1_fps_max,failed,error_msgs,device_lost_any,total_bytes,total_bytes_min,total_bytes_max,first_response_ms,first_response_ms_min,first_response_ms_max
True,alps,3,True,22815.599999999627,20623.5,25494.699999999255,139.30681488738492,132.3374279443453,146.12077584483103,7.099999999998545,6.799999999995634,7.5,8.5,8.099999999998545,9,14.599999999998545,14.5,14.599999999998545,57.25971370143107,53.6886060847097,62.15040397762904,0,,False,45881000,45881000,45881000,15.400000000372529,11.5,24.0
True,ljubljana,3,True,19643.099999999627,18691.299999998882,22304.799999998882,390.1875699888017,380.4220134872351,398.32253678822775,1.9000000000014552,1.8000000000029104,1.9000000000014552,6,5.899999999994179,6,15.099999999998545,14.400000000001455,16.099999999998545,50.955414012738856,50.251256281406704,51.26541207008472,0,,False,44652040,44652040,44652040,19.90000000037253,7.399999998509884,23.200000000186265
