renderType,strategy,fx,culling,viewDistance,repeats,quiesced_all,quiesce_ms,quiesce_ms_min,quiesce_ms_max,mean_fps,mean_fps_min,mean_fps_max,p50_ms,p50_ms_min,p50_ms_max,p95_ms,p95_ms_min,p95_ms_max,p99_ms,p99_ms_min,p99_ms_max,low1_fps,low1_fps_min,low1_fps_max,failed,error_msgs,device_lost_any
hybrid,quad,False,False,50000,1,True,21241.700000001118,21241.700000001118,21241.700000001118,427.12701355950844,427.12701355950844,427.12701355950844,1.7000000000043656,1.7000000000043656,1.7000000000043656,5.599999999998545,5.599999999998545,5.599999999998545,10.799999999995634,10.799999999995634,10.799999999995634,53.027500308300155,53.027500308300155,53.027500308300155,0,,False
hybrid,quad,False,False,,1,True,18041.700000001118,18041.700000001118,18041.700000001118,385.6113093988383,385.6113093988383,385.6113093988383,1.9000000000014552,1.9000000000014552,1.9000000000014552,6,6,6,16.5,16.5,16.5,51.16431616923643,51.16431616923643,51.16431616923643,0,,False
hybrid,quad,True,False,,1,True,16467.199999999255,16467.199999999255,16467.199999999255,366.2763980739645,366.2763980739645,366.2763980739645,1.9000000000014552,1.9000000000014552,1.9000000000014552,6.30000000000291,6.30000000000291,6.30000000000291,12.80000000000291,12.80000000000291,12.80000000000291,50.44651987183802,50.44651987183802,50.44651987183802,0,,False
hybrid,radius,False,False,50000,1,False,600000,600000,600000,7.308822440060249,7.308822440060249,7.308822440060249,131.40000000002328,131.40000000002328,131.40000000002328,183.90000000002328,183.90000000002328,183.90000000002328,213.40000000002328,213.40000000002328,213.40000000002328,4.6040515653772855,4.6040515653772855,4.6040515653772855,0,,False
planes,quad,False,False,,1,True,28448.10000000056,28448.10000000056,28448.10000000056,26.122676876445723,26.122676876445723,26.122676876445723,38.10000000000582,38.10000000000582,38.10000000000582,40.60000000000582,40.60000000000582,40.60000000000582,54.099999999998545,54.099999999998545,54.099999999998545,16.31765025836357,16.31765025836357,16.31765025836357,0,,False
planes,quad,False,True,,1,True,21040.900000000373,21040.900000000373,21040.900000000373,42.85885549872123,42.85885549872123,42.85885549872123,23.10000000000582,23.10000000000582,23.10000000000582,25.5,25.5,25.5,40,40,40,24.36383324309706,24.36383324309706,24.36383324309706,0,,False
